iter	R2	RMSE
943	0.9702277602	663.8841668
944	0.9702345506	663.8084532
945	0.9702384105	663.7654118
946	0.9702416077	663.7297572
947	0.9702461489	663.6791123
948	0.97024994	663.6368291
949	0.9702543822	663.5872808
950	0.9702611049	663.5122899
951	0.9702657948	663.4599684
952	0.9702762203	663.3436465
953	0.9702807611	663.2929764
954	0.9702847348	663.2486303
955	0.970293861	663.1467734
956	0.9703001073	663.0770504
957	0.9703037403	663.0364941
958	0.9703123959	662.9398588
959	0.9703238485	662.8119755
960	0.9703317811	662.7233829
961	0.970333547	662.7036594
962	0.9703370222	662.6648427
963	0.9703471623	662.5515694
964	0.9703529918	662.4864402
965	0.9703558204	662.4548354
966	0.9703615224	662.391122
967	0.9703674054	662.3253787
968	0.9703728895	662.264088
969	0.9703810384	662.1730037
970	0.9703928593	662.040854
971	0.9704016756	661.9422774
972	0.9704062527	661.8910938
973	0.9704125543	661.8206191
974	0.9704169623	661.7713178
975	0.9704223156	661.7114388
976	0.9704253744	661.6772222
977	0.9704278335	661.6497123
978	0.9704397535	661.5163496
979	0.9704440578	661.4681854
980	0.9704504041	661.3971664
981	0.9704556678	661.3382563
982	0.9704597418	661.2926573
983	0.9704660239	661.2223372
984	0.9704716859	661.1589524
985	0.9704779425	661.0889033
986	0.97048333	661.0285796
987	0.9704977	660.8676512
988	0.9705008534	660.8323316
989	0.9705075546	660.7572681
990	0.9705129266	660.6970868
991	0.9705203673	660.6137221
992	0.9705258969	660.5517627
993	0.9705338769	660.4623357
994	0.9705383395	660.4123205
995	0.9705419842	660.3714701
996	0.9705459402	660.3271264
997	0.9705545789	660.2302851
998	0.970561514	660.1525306
999	0.9705648703	660.1148965
